student_id,gender,attendance,study_hours,test1,test2,test3,parent_education_level
70535,male,93,3.2,72,72,67,graduate
70536,male,86,5.5,76,71,72,postgraduate
70537,male,63,2.4,52,54,48,graduate
70538,male,95,5.2,65,59,54,secondary
70539,male,59,2.1,83,81,79,none
70540,male,75,2.3,76,70,67,secondary
70541,female,59,1.3,31,20,18,graduate
70542,female,86,3.0,81,79,77,none
70543,male,67,4.1,81,84,85,none
70544,male,76,3.4,58,66,69,graduate
70545,male,66,3.7,46,40,38,graduate
70546,male,59,0.7,82,80,74,primary
70547,female,60,2.1,49,49,50,secondary
70548,male,96,2.2,51,52,49,primary
70549,male,73,1.1,58,45,39,postgraduate
70550,male,68,3.0,70,62,59,primary
70551,male,93,2.7,32,32,35,postgraduate
70552,male,65,2.1,69,66,58,none
70553,male,72,2.8,66,63,56,graduate
70554,male,61,1.4,57,53,56,primary
70555,male,68,4.1,45,43,44,primary
70556,male,74,2.8,69,69,65,secondary
70557,male,52,2.2,79,76,74,graduate
70558,female,62,3.9,32,37,43,postgraduate
70559,male,70,0.5,42,42,44,primary
70560,female,71,2.9,59,59,61,secondary
70561,female,96,2.1,76,66,59,none
70562,male,78,2.8,94,100,100,none
70563,male,98,1.0,72,68,60,none
70564,male,92,3.5,90,100,100,none
70565,female,74,1.5,59,45,39,graduate
70566,female,72,2.7,42,44,56,postgraduate
70567,female,61,2.0,71,77,82,postgraduate
70568,male,98,2.6,30,25,21,none
70569,male,72,0.7,67,71,73,primary
70570,male,54,3.4,80,83,84,none
70571,male,78,3.2,55,53,52,primary
70572,male,54,1.1,54,47,44,postgraduate
70573,male,88,3.3,83,87,90,none
70574,male,84,3.6,39,54,61,graduate
70575,female,84,3.0,73,75,79,primary
70576,male,66,2.3,39,42,41,postgraduate
70577,male,79,2.6,58,64,69,graduate
70578,female,51,2.5,86,85,86,postgraduate
70579,male,64,1.9,36,41,42,primary
70580,female,100,3.5,52,50,46,none
70581,male,72,1.9,42,42,40,graduate
70582,female,91,2.7,94,84,86,primary
70583,female,75,3.2,31,36,36,primary
70584,male,60,2.2,32,18,12,none
70585,female,73,3.1,71,83,94,secondary
70586,female,58,2.8,47,34,26,primary
70587,female,63,1.6,87,76,73,none
70588,male,73,2.1,45,52,57,primary
70589,male,56,2.6,33,35,39,primary
70590,female,59,4.5,62,57,57,graduate
70591,male,82,2.1,35,35,36,postgraduate
70592,male,82,3.6,73,79,83,none
70593,male,95,1.9,40,39,39,postgraduate
70594,male,76,3.1,88,82,75,secondary
70595,male,57,1.9,68,64,64,primary
70596,female,63,2.7,66,70,71,secondary
70597,male,56,2.4,66,63,62,postgraduate
70598,female,67,0.6,73,72,75,secondary
70599,male,75,2.2,82,81,80,postgraduate
70600,male,90,0.6,72,71,70,primary
70601,female,64,4.1,64,59,54,primary
70602,female,82,2.8,71,64,62,postgraduate
70603,female,60,4.0,85,79,78,postgraduate
70604,female,68,1.4,88,78,78,secondary
70605,male,91,1.9,39,33,25,secondary
70606,male,67,1.8,88,85,85,none
70607,male,71,1.4,33,28,25,postgraduate
70608,female,85,1.7,49,54,54,graduate
70609,female,67,4.0,52,48,46,graduate
70610,male,67,3.9,49,48,45,graduate
70611,female,71,2.2,53,42,34,graduate
70612,male,74,3.0,77,77,76,graduate
70613,female,93,1.7,91,94,97,postgraduate
70614,male,80,3.8,92,87,85,none
70615,female,58,0.5,91,95,99,graduate
70616,female,99,3.1,53,63,63,primary
70617,male,87,3.5,61,56,57,secondary
70618,male,68,3.6,55,50,52,none
70619,female,74,1.6,89,85,84,graduate
70620,female,64,3.1,31,36,33,none
70621,male,54,3.4,92,74,65,primary
70622,male,60,2.1,79,76,76,graduate
70623,female,62,3.4,35,37,35,postgraduate
70624,male,83,1.3,39,35,31,secondary
70625,female,57,4.2,87,86,84,postgraduate
70626,female,74,3.7,42,52,55,graduate
70627,female,76,2.5,80,82,85,postgraduate
70628,male,60,2.7,36,42,40,primary
70629,female,67,3.0,30,26,30,none
70630,male,59,3.4,30,46,49,primary
70631,female,82,1.8,70,68,65,none
70632,female,85,2.1,59,58,59,graduate
70633,male,66,2.1,41,40,41,secondary
70634,female,98,2.7,93,93,90,secondary
70635,female,54,3.4,57,54,52,primary
70636,female,72,3.5,54,55,52,primary
70637,female,52,4.0,40,38,37,none
70638,female,88,2.5,40,26,14,postgraduate
70639,female,86,2.1,60,61,59,graduate
70640,male,59,2.4,88,96,98,none
70641,female,76,3.1,58,67,71,postgraduate
70642,male,56,2.4,36,34,28,primary
70643,male,98,3.6,48,51,55,postgraduate
70644,male,78,2.5,44,40,43,primary
70645,male,98,3.5,41,46,49,secondary
70646,female,88,2.0,90,88,81,none
70647,male,55,2.5,43,36,29,postgraduate
70648,male,58,3.1,42,43,41,primary
70649,female,57,2.2,77,72,71,secondary
70650,female,63,3.3,38,33,30,none
70651,male,87,2.1,75,66,67,graduate
70652,male,58,3.2,76,75,68,secondary
70653,male,60,1.4,38,36,33,graduate
70654,male,60,1.7,74,78,73,secondary
70655,female,89,4.0,68,75,80,none
70656,male,84,3.3,39,59,67,postgraduate
70657,male,60,2.0,56,59,61,secondary
70658,female,85,2.6,53,52,51,none
70659,male,52,3.2,85,82,79,primary
70660,female,94,0.5,58,65,66,graduate
70661,male,68,2.3,92,93,97,postgraduate
70662,female,57,0.9,34,38,40,none
70663,female,77,3.3,51,43,37,postgraduate
70664,male,50,4.2,70,70,70,secondary
70665,female,89,2.6,34,38,43,graduate
70666,male,79,2.8,94,89,95,none
70667,female,90,1.9,75,84,92,secondary
70668,female,87,2.3,32,36,42,postgraduate
70669,female,60,4.2,52,58,57,none
70670,female,78,2.6,40,39,35,primary
70671,male,80,2.6,38,45,48,graduate
70672,male,59,3.4,84,90,91,primary
70673,male,84,1.8,89,88,93,none
70674,female,89,2.4,82,91,94,primary
70675,male,78,3.3,49,53,54,primary
70676,female,86,3.7,57,55,55,graduate
70677,male,51,3.3,84,83,82,secondary
70678,female,97,4.1,55,64,66,primary
70679,male,50,3.5,92,85,81,graduate
70680,female,81,2.1,88,97,100,secondary
70681,male,73,1.6,49,46,53,primary
70682,male,51,4.0,38,51,51,postgraduate
70683,male,52,1.5,94,100,99,secondary
70684,male,58,4.0,92,85,85,primary
70685,male,98,1.4,83,82,78,none
70686,female,73,3.8,55,57,55,primary
70687,female,61,3.2,43,33,25,none
70688,female,83,2.5,35,42,46,secondary
70689,female,83,3.5,48,54,56,graduate
70690,male,72,2.2,87,71,70,primary
70691,male,68,4.0,42,40,44,secondary
70692,female,81,1.8,49,50,50,primary
70693,male,98,2.5,92,84,82,none
70694,female,77,3.4,64,62,59,none
70695,female,75,2.8,69,67,66,postgraduate
70696,male,98,3.6,45,42,37,graduate
70697,female,94,3.1,62,70,77,secondary
70698,female,61,2.6,56,56,54,secondary
70699,female,92,3.4,42,51,61,none
70700,female,80,1.8,45,41,37,none
70701,male,60,0.5,38,36,32,primary
70702,male,89,3.2,90,97,99,none
70703,male,99,2.5,63,56,52,secondary
70704,female,53,1.9,93,92,88,postgraduate
70705,female,67,2.2,39,28,28,graduate
70706,male,78,2.6,47,54,58,postgraduate
70707,male,96,1.7,48,36,31,secondary
70708,female,88,3.3,80,92,98,secondary
70709,female,96,0.7,54,61,60,postgraduate
70710,female,80,1.2,57,45,41,secondary
70711,male,100,2.8,64,71,74,primary
70712,female,77,2.5,72,67,59,none
70713,male,76,3.3,78,77,77,primary
70714,female,79,2.0,35,40,38,primary
70715,male,98,1.0,61,66,66,graduate
70716,male,91,2.9,77,73,71,secondary
70717,female,60,3.0,50,64,65,secondary
70718,female,63,3.3,45,52,55,graduate
70719,female,53,3.4,55,59,55,none
70720,male,85,3.5,50,60,65,graduate
70721,male,50,2.7,59,57,55,secondary
70722,male,93,3.1,92,93,94,primary
70723,male,88,2.8,87,91,92,none
70724,female,86,3.4,30,31,38,postgraduate
70725,male,82,1.6,49,57,61,secondary
70726,female,70,1.9,73,79,80,primary
70727,male,73,3.6,42,41,39,none
70728,male,89,1.1,31,22,20,none
70729,male,99,2.8,79,86,86,graduate
70730,male,62,3.2,53,48,45,secondary
70731,female,98,0.9,80,61,59,primary
70732,male,83,4.2,60,57,62,postgraduate
70733,male,87,3.3,31,39,43,graduate
70734,female,78,2.8,48,47,48,secondary
70735,female,85,1.4,69,64,65,secondary
70736,male,89,2.5,49,48,45,primary
70737,female,96,2.9,72,69,70,postgraduate
70738,female,54,1.4,61,74,73,none
70739,female,69,2.0,72,64,69,graduate
70740,female,78,1.8,61,59,63,none
70741,female,60,2.2,45,41,42,postgraduate
70742,female,57,2.6,92,99,100,secondary
70743,male,77,4.0,48,58,63,secondary
70744,female,98,3.2,33,35,37,primary
70745,male,90,3.8,45,56,60,primary
70746,male,67,1.5,47,42,43,primary
70747,male,79,1.6,84,84,76,primary
70748,male,63,1.9,81,76,68,graduate
70749,male,58,1.2,87,84,84,graduate
70750,female,59,3.2,90,87,92,none
70751,female,74,2.7,60,61,64,graduate
70752,male,76,2.6,79,92,99,secondary
70753,female,51,3.3,93,97,100,graduate
70754,male,52,2.6,59,50,48,none
70755,female,78,3.2,68,61,59,primary
70756,female,86,2.7,64,66,65,secondary
70757,female,76,4.4,73,74,80,graduate
70758,female,53,0.5,86,81,81,primary
70759,male,84,2.0,60,60,65,postgraduate
70760,female,76,2.5,60,56,53,secondary
70761,female,68,2.1,33,40,44,none
70762,male,59,2.4,68,62,61,secondary
70763,male,75,2.2,81,79,78,primary
70764,female,56,1.9,50,46,41,graduate
70765,female,76,2.2,71,73,66,postgraduate
70766,male,79,1.3,65,63,64,secondary
70767,female,61,1.2,67,73,75,none
70768,female,89,3.5,38,38,38,primary
70769,male,54,3.6,36,37,31,secondary
70770,female,62,2.5,53,55,52,graduate
70771,female,90,2.9,34,31,30,graduate
70772,female,53,3.3,66,61,57,primary
70773,male,51,2.8,30,26,25,graduate
70774,male,86,4.5,65,63,66,postgraduate
70775,female,83,1.8,82,71,71,postgraduate
70776,female,99,3.4,66,73,76,none
70777,male,55,3.1,71,63,62,primary
70778,female,75,3.1,37,36,35,postgraduate
70779,male,60,2.9,50,48,47,none
70780,male,91,3.8,45,52,57,none
70781,female,50,1.5,66,80,85,postgraduate
70782,female,83,1.3,65,61,57,none
70783,male,70,3.4,68,71,70,primary
70784,male,59,1.2,32,36,34,secondary
70785,male,54,3.7,85,92,96,postgraduate
70786,male,75,1.6,35,34,35,secondary
70787,male,93,3.0,53,49,52,secondary
70788,male,68,2.3,49,53,54,primary
70789,female,70,1.6,32,41,45,postgraduate
70790,male,83,1.5,91,74,70,postgraduate
70791,female,78,3.0,37,40,36,postgraduate
70792,female,87,2.4,42,35,37,postgraduate
70793,female,64,2.5,93,100,100,postgraduate
70794,male,89,1.4,55,58,64,primary
70795,female,65,4.2,88,87,87,graduate
70796,male,100,2.3,59,45,35,graduate
70797,female,67,1.3,76,69,64,none
70798,male,98,1.3,56,54,59,secondary
70799,male,50,3.1,69,62,56,postgraduate
70800,female,60,0.5,50,48,52,primary
70801,male,85,3.0,82,84,83,none
70802,female,81,1.1,50,52,53,graduate
70803,male,77,2.5,73,83,92,postgraduate
70804,female,55,1.6,41,39,36,secondary
70805,male,56,3.6,45,46,52,secondary
70806,female,89,2.0,77,69,65,primary
70807,female,73,3.3,30,28,34,graduate
70808,female,59,1.7,92,96,98,secondary
70809,male,79,3.4,40,45,44,secondary
70810,male,66,2.4,58,59,63,postgraduate
70811,female,93,4.2,57,45,36,none
70812,male,57,2.2,77,66,67,postgraduate
70813,female,61,1.7,82,85,82,secondary
70814,female,75,3.1,37,40,50,secondary
70815,female,66,2.5,45,47,51,none
70816,male,84,0.5,54,35,28,secondary
70817,male,95,2.1,36,39,43,primary
70818,male,93,3.1,35,30,35,none
70819,male,54,0.6,62,45,35,postgraduate
70820,female,94,3.2,49,47,42,postgraduate
70821,male,60,3.5,37,26,18,graduate
70822,male,65,1.5,89,82,76,secondary
70823,female,91,0.6,54,46,42,secondary
70824,female,79,0.5,78,62,53,graduate
70825,male,89,4.1,86,82,77,primary
70826,male,55,2.8,46,54,54,secondary
70827,female,69,1.0,39,34,34,primary
70828,male,69,2.6,86,98,100,secondary
70829,male,73,3.0,85,85,89,secondary
70830,male,76,2.6,60,55,49,none
70831,female,52,0.5,58,53,51,postgraduate
70832,male,73,2.5,82,87,85,graduate
70833,female,59,2.0,36,37,35,primary
70834,male,74,1.3,40,42,47,postgraduate
70835,male,77,2.9,91,87,83,postgraduate
70836,female,67,4.1,58,52,47,secondary
70837,male,91,1.2,33,30,21,graduate
70838,female,94,2.8,34,38,37,secondary
70839,female,63,1.9,94,87,85,primary
70840,female,50,2.1,90,91,89,graduate
70841,female,69,1.6,94,93,87,primary
70842,male,96,2.1,78,79,85,none
70843,male,74,3.6,66,54,48,graduate
70844,female,61,1.9,46,44,46,secondary
70845,male,97,2.1,40,40,34,graduate
70846,female,88,3.2,48,50,49,secondary
70847,male,95,2.3,30,30,22,none
70848,male,58,1.6,87,89,93,primary
70849,female,58,2.9,36,33,25,postgraduate
70850,female,91,0.8,35,32,40,secondary
70851,male,90,2.8,85,81,79,graduate
70852,male,74,4.7,65,68,64,none
70853,female,79,0.7,79,75,78,none
70854,female,97,3.0,56,53,49,postgraduate
70855,female,89,2.1,88,89,92,none
70856,male,77,5.3,36,31,33,graduate
70857,female,51,1.8,49,49,50,postgraduate
70858,male,74,2.4,54,52,52,secondary
70859,male,67,1.4,79,77,77,postgraduate
70860,male,73,2.9,69,64,61,graduate
70861,male,67,0.7,89,84,83,none
70862,male,76,2.2,66,64,70,primary
70863,female,93,2.8,53,51,47,primary
70864,female,84,3.2,66,63,63,postgraduate
70865,male,83,2.9,88,81,78,none
70866,male,87,2.3,42,47,52,secondary
70867,female,55,0.5,56,51,45,primary
70868,female,98,4.1,93,100,100,none
70869,male,65,2.0,32,25,23,none
70870,female,72,1.5,67,71,72,postgraduate
70871,female,77,2.4,83,76,73,none
70872,male,62,1.9,37,35,31,secondary
70873,female,61,1.9,34,26,28,secondary
70874,female,60,1.5,76,79,77,none
70875,female,96,2.1,31,20,15,secondary
70876,female,98,3.4,43,64,71,primary
70877,male,71,2.8,63,70,69,primary
70878,male,80,2.7,35,49,49,primary
70879,male,76,2.9,35,38,43,none
70880,female,76,2.4,80,70,68,secondary
70881,male,89,3.8,77,74,77,graduate
70882,female,75,2.1,42,37,36,secondary
70883,male,56,3.7,54,64,70,none
70884,male,60,1.8,40,35,27,postgraduate
70885,female,71,2.8,75,73,74,primary
70886,female,89,2.8,76,76,77,postgraduate
70887,male,68,1.7,89,100,100,postgraduate
70888,male,87,3.6,88,92,94,secondary
70889,female,69,2.8,91,88,84,none
70890,male,68,3.9,35,26,23,primary
70891,male,68,1.9,43,40,36,none
70892,female,85,1.9,93,99,100,postgraduate
70893,male,96,1.9,56,48,47,none
70894,male,76,2.0,34,28,31,postgraduate
70895,male,66,3.6,77,73,79,postgraduate
70896,male,67,1.6,92,86,85,primary
70897,male,69,2.4,30,32,27,secondary
70898,male,93,2.6,51,40,38,graduate
70899,male,91,1.7,41,53,60,secondary
70900,male,90,2.7,81,77,73,secondary
70901,female,57,3.9,71,77,76,graduate
70902,male,89,2.7,45,44,39,graduate
70903,male,60,3.3,38,30,25,primary
70904,female,79,4.5,56,57,61,postgraduate
70905,female,61,1.4,38,34,27,secondary
70906,female,72,3.8,84,91,88,postgraduate
70907,male,55,1.9,51,51,52,primary
70908,female,84,2.7,58,56,53,secondary
70909,male,64,1.7,90,94,95,postgraduate
70910,female,87,2.0,94,89,95,secondary
70911,male,77,2.2,39,45,44,secondary
70912,female,56,2.8,80,66,58,none
70913,male,55,1.6,50,61,63,postgraduate
70914,female,76,4.0,61,70,77,secondary
70915,female,51,4.4,70,70,70,secondary
70916,male,55,1.9,79,79,81,secondary
70917,male,81,2.1,43,44,39,secondary
70918,male,78,3.6,60,47,45,primary
70919,female,83,2.8,86,94,98,postgraduate
70920,female,50,1.5,51,53,46,secondary
70921,female,64,1.8,35,29,27,primary
70922,female,59,2.5,94,93,91,graduate
70923,female,59,2.9,33,39,41,postgraduate
70924,female,59,1.0,87,81,75,none
70925,male,86,1.4,91,83,88,graduate
70926,male,81,3.1,37,44,50,secondary
70927,male,85,2.8,55,54,57,primary
70928,male,74,3.0,53,54,53,graduate
70929,male,64,1.5,48,41,41,postgraduate
70930,female,58,2.9,58,63,64,none
70931,female,65,3.8,58,51,41,primary
70932,male,90,2.2,61,70,76,postgraduate
70933,male,68,3.3,45,46,46,secondary
70934,female,95,1.6,90,85,73,postgraduate
70935,male,93,1.4,65,53,43,graduate
70936,male,61,0.5,37,40,40,secondary
70937,male,84,4.1,92,93,93,graduate
70938,male,100,2.0,39,47,49,graduate
70939,male,92,3.9,32,27,26,graduate
70940,male,54,1.7,55,53,56,graduate
70941,male,87,2.5,76,75,66,graduate
70942,male,55,3.2,70,75,76,secondary
70943,male,100,3.7,87,78,78,postgraduate
70944,male,63,3.0,78,76,71,postgraduate
70945,female,97,1.9,64,71,65,graduate
70946,male,61,1.4,68,68,67,graduate
70947,female,99,3.4,78,80,78,primary
70948,female,71,2.0,36,33,32,postgraduate
70949,male,94,2.2,40,46,42,primary
70950,female,90,2.5,86,96,98,none
70951,female,99,1.3,35,49,57,none
70952,male,53,1.0,79,76,73,postgraduate
70953,female,92,2.6,94,100,100,graduate
70954,male,67,3.7,91,96,95,secondary
70955,male,80,2.0,65,71,78,primary
70956,female,84,2.1,49,36,30,primary
70957,male,53,4.1,42,31,21,primary
70958,male,58,3.3,92,99,99,none
70959,female,94,2.9,77,63,54,primary
70960,female,64,2.5,54,52,47,primary
70961,female,91,1.4,38,37,33,none
70962,male,70,0.5,37,40,39,none
70963,male,81,3.1,93,98,93,postgraduate
70964,female,58,3.1,55,52,43,none
70965,female,97,1.3,37,23,19,postgraduate
70966,male,81,1.0,59,52,48,none
70967,female,65,2.7,32,30,28,secondary
70968,male,94,3.1,51,59,58,graduate
70969,male,54,2.5,64,72,77,graduate
70970,female,91,2.8,94,87,85,secondary
70971,female,80,1.9,54,58,55,postgraduate
70972,female,74,3.2,35,50,48,secondary
70973,male,50,2.7,80,78,79,postgraduate
70974,male,52,2.1,80,83,86,primary
70975,male,70,4.6,47,46,43,secondary
70976,male,77,2.7,68,68,70,postgraduate
70977,female,52,2.3,80,71,68,secondary
70978,male,91,2.6,75,80,78,postgraduate
70979,male,81,2.1,78,78,82,primary
70980,female,81,3.3,37,48,51,graduate
70981,male,98,2.1,80,91,96,postgraduate
70982,male,79,2.3,58,64,66,secondary
70983,male,99,0.8,55,48,44,primary
70984,female,62,4.2,42,42,46,primary
70985,male,83,1.6,89,87,85,none
70986,female,97,1.6,53,53,56,none
70987,male,53,2.8,69,64,61,graduate
70988,male,67,3.6,64,59,57,graduate
70989,male,81,3.8,57,70,74,graduate
70990,male,63,1.5,52,50,52,graduate
70991,male,81,3.4,94,98,99,secondary
70992,male,55,3.0,33,25,20,primary
70993,female,92,3.3,51,53,52,secondary
70994,female,66,3.7,46,48,46,secondary
70995,male,57,2.9,75,64,57,none
70996,female,84,4.9,90,86,85,secondary
70997,female,73,2.2,42,28,15,postgraduate
70998,male,52,1.4,68,56,56,postgraduate
70999,male,66,1.9,41,35,34,secondary
71000,male,85,2.6,40,35,31,postgraduate
71001,female,100,2.4,43,43,46,primary
71002,male,89,4.3,34,41,38,graduate
71003,male,66,2.5,54,52,50,postgraduate
71004,female,79,3.0,46,51,48,none
71005,male,74,1.6,94,100,100,postgraduate
71006,male,71,2.3,77,66,60,graduate
71007,male,86,3.2,80,80,77,postgraduate
71008,female,60,2.4,88,90,89,postgraduate
71009,male,61,0.9,71,66,65,graduate
71010,female,70,2.3,34,45,49,graduate
71011,male,64,0.5,56,52,49,postgraduate
71012,female,61,1.0,68,63,67,postgraduate
71013,female,71,2.5,80,86,84,none
71014,male,88,0.6,43,40,36,postgraduate
71015,male,84,0.8,47,48,50,graduate
71016,female,91,2.9,31,30,29,none
71017,male,65,2.9,76,70,69,graduate
71018,female,82,2.7,32,24,25,secondary
71019,female,92,2.2,93,96,93,postgraduate
71020,female,98,2.2,62,69,70,primary
71021,male,63,3.7,57,44,37,secondary
71022,female,67,2.1,67,73,76,primary
71023,female,93,1.8,33,14,5,postgraduate
71024,female,65,4.6,75,65,59,graduate
71025,female,89,4.5,31,32,29,graduate
71026,female,52,1.1,53,63,68,secondary
71027,female,92,3.2,56,58,54,graduate
71028,male,75,2.0,56,52,54,postgraduate
71029,female,64,3.3,82,80,78,postgraduate
71030,male,85,0.8,38,32,32,graduate
71031,male,76,2.4,91,89,92,postgraduate
71032,male,97,2.1,39,45,48,primary
71033,female,66,1.8,87,84,80,graduate
71034,female,63,2.8,77,74,72,postgraduate
71035,male,51,1.8,35,33,31,secondary
71036,male,76,3.3,72,70,65,secondary
71037,female,96,2.3,85,78,79,secondary
71038,female,73,3.3,70,73,74,graduate
71039,male,89,3.0,67,61,65,primary
71040,male,94,3.9,58,57,60,primary
71041,female,84,0.9,75,75,77,primary
71042,female,53,0.7,41,40,40,postgraduate
71043,female,75,2.0,79,80,86,primary
71044,male,85,3.0,32,39,45,none
71045,female,53,3.1,87,88,88,graduate
71046,female,83,3.2,86,89,92,secondary
71047,female,62,1.9,83,79,71,primary
71048,male,89,2.1,50,52,49,none
71049,male,90,2.7,85,87,85,primary
71050,male,50,2.8,34,23,11,postgraduate
71051,female,50,1.7,90,96,99,postgraduate
71052,female,58,0.6,64,59,57,postgraduate
71053,female,60,3.0,42,40,35,graduate
71054,female,65,2.6,87,77,73,secondary
71055,female,78,0.5,70,62,58,secondary
71056,female,85,0.5,67,82,87,graduate
71057,female,64,3.0,42,52,62,none
71058,female,88,2.9,63,64,62,primary
71059,female,51,3.4,60,60,64,postgraduate
71060,male,59,2.0,66,60,52,primary
71061,female,98,1.9,53,53,58,postgraduate
71062,male,60,4.3,90,86,84,none
71063,female,79,2.3,31,17,8,postgraduate
71064,male,72,3.7,35,43,43,graduate
71065,female,71,2.5,93,95,96,none
71066,female,100,2.5,75,79,77,none
71067,male,91,3.9,48,41,37,postgraduate
71068,female,85,3.4,33,37,35,secondary
71069,male,78,3.2,77,76,74,postgraduate
71070,female,94,3.1,58,55,57,secondary
71071,male,81,3.2,77,86,89,graduate
71072,female,82,2.2,78,74,70,secondary
71073,male,88,2.8,54,39,36,postgraduate
71074,female,58,2.9,57,51,49,secondary
71075,male,50,2.7,58,50,45,graduate
71076,male,67,2.8,68,78,87,primary
71077,male,99,2.2,72,79,86,graduate
71078,female,97,1.8,40,41,39,secondary
71079,male,71,2.4,61,51,50,graduate
71080,male,97,2.2,59,64,65,secondary
71081,female,86,1.8,56,47,40,none
71082,female,63,3.3,41,33,32,graduate
71083,male,71,4.2,30,31,30,postgraduate
71084,male,82,3.2,79,77,70,secondary
71085,male,55,2.4,40,33,32,primary
71086,male,76,2.0,41,45,51,none
71087,female,55,3.3,55,53,53,none
71088,male,93,2.7,57,65,70,postgraduate
71089,female,99,3.0,83,94,98,postgraduate
71090,male,90,1.7,53,50,53,none
71091,female,65,2.9,93,83,74,secondary
71092,male,96,0.9,89,83,83,secondary
71093,female,51,3.0,53,59,65,none
71094,female,86,1.7,39,32,30,postgraduate
71095,male,78,3.0,69,69,75,primary
71096,female,72,2.0,44,60,64,postgraduate
71097,female,70,3.3,71,58,50,secondary
71098,female,62,3.0,80,76,71,secondary
71099,female,100,3.5,72,75,75,postgraduate
71100,female,50,3.6,82,96,95,secondary
71101,female,78,2.2,78,82,81,primary
71102,male,97,3.7,91,89,88,none
71103,male,56,1.7,94,96,94,secondary
71104,male,80,3.3,39,44,46,graduate
71105,female,94,0.6,46,55,64,postgraduate
71106,female,71,0.9,46,39,36,none
71107,female,65,4.5,41,27,14,secondary
71108,female,77,2.8,69,69,76,primary
71109,male,93,1.1,69,68,65,secondary
71110,female,88,3.7,66,53,47,postgraduate
71111,female,74,3.2,59,58,60,graduate
71112,female,63,1.5,58,49,45,postgraduate
71113,female,99,2.8,53,60,60,none
71114,female,70,3.1,47,46,37,none
71115,male,68,1.9,44,44,43,secondary
71116,male,62,1.9,80,75,75,secondary
71117,female,51,0.5,32,22,16,secondary
71118,male,100,2.0,70,70,72,graduate
71119,male,85,1.2,33,24,23,secondary
71120,female,63,2.0,41,47,46,postgraduate
71121,female,83,3.2,60,58,58,primary
71122,male,67,3.6,66,71,72,graduate
71123,male,73,3.3,51,45,46,primary
71124,male,79,2.8,87,85,84,secondary
71125,male,100,1.8,47,54,53,primary
71126,female,68,2.0,36,29,21,postgraduate
71127,male,85,3.4,46,48,48,postgraduate
71128,male,70,2.6,85,88,89,primary
71129,male,68,1.0,90,83,78,primary
71130,male,75,1.8,63,56,52,secondary
71131,female,84,1.4,72,68,62,primary
71132,male,89,2.7,70,77,79,none
71133,male,53,1.9,71,69,71,secondary
71134,male,70,3.5,77,80,82,graduate
71135,male,52,2.5,50,40,35,none
71136,female,54,2.4,51,44,43,postgraduate
71137,female,92,3.2,80,87,91,primary
71138,female,78,3.1,34,32,31,secondary
71139,male,68,3.2,50,52,47,secondary
71140,female,100,2.5,67,69,70,graduate
71141,male,66,2.5,94,87,77,none
71142,male,83,1.9,65,73,79,none
71143,female,69,2.0,40,30,25,none
71144,female,77,2.6,69,70,70,none
71145,male,58,4.0,38,28,25,none
71146,male,52,1.5,89,77,71,secondary
71147,female,59,1.2,70,70,66,none
71148,female,70,1.2,36,32,32,postgraduate
71149,male,90,2.5,58,66,65,postgraduate
71150,female,53,2.3,85,76,72,none
71151,male,71,1.2,86,93,95,secondary
71152,female,56,1.2,64,66,70,secondary
71153,female,61,2.9,91,90,90,primary
71154,female,60,2.0,86,82,72,graduate
71155,male,71,4.3,36,44,49,primary
71156,male,78,2.6,70,59,53,secondary
71157,male,76,1.9,77,84,81,postgraduate
71158,male,96,2.4,91,83,75,graduate
71159,male,69,2.1,50,49,49,none
71160,female,63,1.7,93,97,92,graduate
71161,female,56,0.6,51,40,35,primary
71162,male,64,2.8,47,53,59,primary
71163,male,95,3.2,33,27,22,none
71164,male,77,4.6,55,56,56,primary
71165,male,92,1.8,55,50,54,postgraduate
71166,female,59,2.8,39,26,20,graduate
71167,female,100,2.3,81,84,85,postgraduate
71168,male,52,3.1,47,44,45,primary
71169,female,61,2.8,71,79,81,postgraduate
71170,male,62,3.7,91,91,91,none
71171,female,88,1.4,80,77,78,postgraduate
71172,female,93,1.7,62,62,62,graduate
71173,female,83,2.5,37,37,36,graduate
71174,male,50,2.9,75,62,55,secondary
71175,male,87,3.7,55,41,31,secondary
71176,female,74,1.7,51,40,33,primary
71177,female,68,0.5,87,84,88,postgraduate
71178,female,74,3.7,48,53,55,postgraduate
71179,male,55,2.2,57,73,74,none
71180,female,94,1.9,68,77,85,graduate
71181,female,53,2.3,92,93,94,none
71182,male,75,2.9,44,43,43,secondary
71183,male,75,2.7,42,50,52,none
71184,male,75,2.1,90,96,100,postgraduate
71185,female,63,1.9,34,31,34,none
71186,male,81,3.5,64,66,67,primary
71187,male,97,2.0,89,92,99,secondary
71188,male,77,2.8,39,27,23,primary
71189,male,51,3.8,73,72,75,postgraduate
71190,male,90,3.8,57,63,64,primary
71191,male,94,1.4,75,71,66,none
71192,female,70,2.8,34,38,42,graduate
71193,male,95,0.8,84,78,73,graduate
71194,female,63,2.6,75,71,75,secondary
71195,female,86,3.4,93,89,87,postgraduate
71196,male,51,2.2,35,28,21,none
71197,female,54,1.7,71,50,40,primary
71198,female,87,1.7,60,68,74,primary
71199,female,51,0.9,71,66,65,graduate
71200,male,50,2.1,82,79,79,none
71201,female,97,2.4,73,71,70,primary
71202,female,71,4.8,84,76,70,primary
71203,female,90,3.1,84,79,74,secondary
71204,male,74,3.0,59,52,48,none
